date,channel,spend,impressions,clicks,conversions,revenue,cpa,roas,ctr,cpc,avg_order_value,unique_referral_domains,coupon_usage_rate,new_customer_pct
2024-08-21,affiliate,1598.26,100755,1284,103,8536.67,15.52,5.34,0.0127,1.24,44.92,5,0.0666,0.6135
2024-08-22,affiliate,1246.25,64602,884,86,6010.11,14.49,4.82,0.0137,1.41,47.46,7,0.094,0.6402
2024-08-23,affiliate,1683.55,94028,1617,96,8998.74,17.54,5.35,0.0172,1.04,51.25,3,0.094,0.5731
2024-08-24,affiliate,1245.2,60222,937,76,6281.3,16.38,5.04,0.0156,1.33,53.96,6,0.0501,0.6925
2024-08-25,affiliate,1044.71,100607,1732,75,4967.84,13.93,4.76,0.0172,0.6,54.1,3,0.1232,0.4943
2024-08-26,affiliate,1905.57,160320,2269,116,9588.62,16.43,5.03,0.0142,0.84,47.7,6,0.1193,0.657
2024-08-27,affiliate,1679.28,150784,2039,116,8394.86,14.48,5.0,0.0135,0.82,47.4,5,0.1442,0.5643
2024-08-28,affiliate,1429.6,112126,1622,85,7309.5,16.82,5.11,0.0145,0.88,48.12,4,0.1356,0.6057
2024-08-29,affiliate,1886.86,122022,1856,117,8490.74,16.13,4.5,0.0152,1.02,50.82,3,0.1005,0.6159
2024-08-30,affiliate,1739.0,96179,1554,130,8295.12,13.38,4.77,0.0162,1.12,45.52,4,0.082,0.6871
2024-08-31,affiliate,1066.93,66057,1068,67,5093.82,15.92,4.77,0.0162,1.0,50.78,3,0.0964,0.5918
2024-09-01,affiliate,1044.36,77195,1087,72,5274.12,14.51,5.05,0.0141,0.96,47.89,6,0.1046,0.4246
2024-09-02,affiliate,1644.88,128981,1772,98,7746.74,16.78,4.71,0.0137,0.93,58.44,7,0.0882,0.4995
2024-09-03,affiliate,1539.95,81174,1158,90,7392.84,17.11,4.8,0.0143,1.33,38.03,5,0.1298,0.5902
2024-09-04,affiliate,1254.59,70325,1141,71,6184.61,17.67,4.93,0.0162,1.1,51.58,6,0.1428,0.6837
2024-09-05,affiliate,1712.91,119998,1549,116,8929.42,14.77,5.21,0.0129,1.11,38.05,6,0.1142,0.6205
2024-09-06,affiliate,1476.95,81124,1214,91,8171.08,16.23,5.53,0.015,1.22,49.28,3,0.0641,0.7681
2024-09-07,affiliate,1394.83,93531,1416,103,8829.07,13.54,6.33,0.0151,0.99,47.92,5,0.0885,0.5234
2024-09-08,affiliate,961.06,58063,746,67,5146.54,14.34,5.36,0.0128,1.29,47.15,6,0.1069,0.5686
2024-09-09,affiliate,1636.14,87351,1175,130,9186.75,12.59,5.61,0.0135,1.39,52.06,4,0.1524,0.6804
2024-09-10,affiliate,1613.65,102424,1552,125,7708.45,12.91,4.78,0.0152,1.04,50.1,5,0.0778,0.5324
2024-09-11,affiliate,1636.79,124653,1836,107,8481.91,15.3,5.18,0.0147,0.89,48.95,4,0.0925,0.5783
2024-09-12,affiliate,1573.57,102994,1331,106,9997.28,14.85,6.35,0.0129,1.18,49.09,7,0.121,0.6849
2024-09-13,affiliate,1309.26,90458,1145,85,6467.27,15.4,4.94,0.0127,1.14,47.49,7,0.1248,0.5181
2024-09-14,affiliate,932.72,84869,1362,70,4206.49,13.32,4.51,0.016,0.68,51.22,4,0.0922,0.7204
2024-09-15,affiliate,1204.48,76626,1059,73,6829.57,16.5,5.67,0.0138,1.14,43.55,4,0.062,0.6109
2024-09-16,affiliate,1753.13,122405,1870,134,8279.93,13.08,4.72,0.0153,0.94,53.04,7,0.0985,0.6775
2024-09-17,affiliate,1844.07,94038,1552,134,7975.84,13.76,4.33,0.0165,1.19,59.57,7,0.03,0.552
2024-09-18,affiliate,2272.21,214027,3738,178,11534.65,12.77,5.08,0.0175,0.61,48.12,4,0.0987,0.5239
2024-09-19,affiliate,1129.49,73265,1094,83,5814.55,13.61,5.15,0.0149,1.03,51.07,4,0.0371,0.4995
2024-09-20,affiliate,1672.97,121341,1668,100,8722.66,16.73,5.21,0.0137,1.0,45.25,4,0.0998,0.7774
2024-09-21,affiliate,1228.3,87149,1082,78,6512.53,15.75,5.3,0.0124,1.14,49.38,3,0.0833,0.5995
2024-09-22,affiliate,1285.87,84542,1097,90,6527.36,14.29,5.08,0.013,1.17,55.2,7,0.0951,0.5036
2024-09-23,affiliate,1561.75,167022,2118,100,8440.7,15.62,5.4,0.0127,0.74,48.41,4,0.1006,0.6646
2024-09-24,affiliate,1434.51,109956,1435,98,5972.43,14.64,4.16,0.0131,1.0,53.8,5,0.1829,0.4307
2024-09-25,affiliate,1298.19,113886,1838,86,6121.78,15.1,4.72,0.0161,0.71,50.02,6,0.0568,0.6557
2024-09-26,affiliate,1388.39,82021,1225,81,5667.73,17.14,4.08,0.0149,1.13,53.44,5,0.1325,0.7786
2024-09-27,affiliate,1496.94,96929,1639,102,7449.46,14.68,4.98,0.0169,0.91,45.73,6,0.0701,0.5686
2024-09-28,affiliate,1150.35,75488,1105,68,5571.14,16.92,4.84,0.0146,1.04,45.04,7,0.0859,0.7314
2024-09-29,affiliate,868.26,69974,1132,62,5021.74,14.0,5.78,0.0162,0.77,46.37,4,0.0895,0.6085
2024-09-30,affiliate,1058.99,71436,1111,73,5521.15,14.51,5.21,0.0156,0.95,50.07,6,0.0823,0.5855
2024-10-01,affiliate,1179.1,98721,1461,87,5523.47,13.55,4.68,0.0148,0.81,49.91,5,0.0993,0.4912
2024-10-02,affiliate,1370.99,98704,1237,94,8182.8,14.58,5.97,0.0125,1.11,45.43,4,0.1219,0.666
2024-10-03,affiliate,2169.09,150760,2136,153,9159.74,14.18,4.22,0.0142,1.02,53.61,4,0.0658,0.6211
2024-10-04,affiliate,1918.05,124121,2282,127,10079.66,15.1,5.26,0.0184,0.84,55.03,5,0.0747,0.6234
2024-10-05,affiliate,1268.29,69050,860,97,5742.98,13.08,4.53,0.0125,1.47,48.24,7,0.0862,0.5704
2024-10-06,affiliate,1615.17,118308,1890,88,9179.99,18.35,5.68,0.016,0.85,58.52,6,0.1029,0.6847
2024-10-07,affiliate,2135.26,144408,2356,148,9505.98,14.43,4.45,0.0163,0.91,53.56,6,0.1098,0.634
2024-10-08,affiliate,2262.62,154656,2764,149,11069.75,15.19,4.89,0.0179,0.82,56.42,7,0.1585,0.7732
2024-10-09,affiliate,1940.47,136431,1914,120,10822.86,16.17,5.58,0.014,1.01,49.69,5,0.1321,0.7886
2024-10-10,affiliate,1941.47,220645,3647,140,9213.3,13.87,4.75,0.0165,0.53,42.61,3,0.1228,0.4395
2024-10-11,affiliate,1637.23,150068,1860,97,7403.04,16.88,4.52,0.0124,0.88,54.33,3,0.0445,0.7657
2024-10-12,affiliate,943.61,60858,1039,54,5082.53,17.47,5.39,0.0171,0.91,52.32,5,0.0987,0.6032
2024-10-13,affiliate,1223.22,91743,1546,90,6209.84,13.59,5.08,0.0169,0.79,42.95,3,0.1395,0.6119
2024-10-14,affiliate,2762.66,182134,3185,165,14258.66,16.74,5.16,0.0175,0.87,50.74,5,0.1458,0.4644
2024-10-15,affiliate,1912.16,141833,2233,120,8606.55,15.93,4.5,0.0157,0.86,54.14,4,0.0813,0.5688
2024-10-16,affiliate,2227.3,186616,2917,151,11674.42,14.75,5.24,0.0156,0.76,57.89,7,0.0662,0.6844
2024-10-17,affiliate,2203.17,161692,2315,146,10850.74,15.09,4.93,0.0143,0.95,51.63,6,0.081,0.5251
2024-10-18,affiliate,2275.9,186368,2782,160,11344.33,14.22,4.98,0.0149,0.82,46.08,5,0.144,0.4202
2024-10-19,affiliate,1631.09,83598,1187,122,7377.61,13.37,4.52,0.0142,1.37,50.36,7,0.0971,0.5135
2024-10-20,affiliate,1599.61,73552,1081,111,7390.13,14.41,4.62,0.0147,1.48,44.57,3,0.0972,0.6369
2024-10-21,affiliate,2081.61,110862,1600,140,10215.05,14.87,4.91,0.0144,1.3,46.5,3,0.0605,0.6854
2024-10-22,affiliate,1619.91,119246,1672,111,8146.57,14.59,5.03,0.014,0.97,51.22,3,0.0974,0.6685
2024-10-23,affiliate,1535.63,127019,2054,108,6562.58,14.22,4.27,0.0162,0.75,56.28,5,0.1455,0.5572
2024-10-24,affiliate,2194.86,161896,2706,145,9320.64,15.14,4.25,0.0167,0.81,56.24,7,0.1208,0.5203
2024-10-25,affiliate,2022.74,145865,2051,152,10931.13,13.31,5.4,0.0141,0.99,52.63,3,0.0892,0.5168
2024-10-26,affiliate,1490.39,87119,1297,100,8757.34,14.9,5.88,0.0149,1.15,53.94,4,0.03,0.6231
2024-10-27,affiliate,1555.43,96232,1771,113,8987.67,13.76,5.78,0.0184,0.88,48.09,5,0.1,0.6352
2024-10-28,affiliate,1688.0,197096,3637,141,8244.58,11.97,4.88,0.0185,0.46,48.91,7,0.1025,0.5206
2024-10-29,affiliate,1877.64,185724,2523,143,8828.49,13.13,4.7,0.0136,0.74,45.77,4,0.0654,0.6522
2024-10-30,affiliate,2367.21,148260,2227,150,12524.43,15.78,5.29,0.015,1.06,52.06,3,0.1259,0.7196
2024-10-31,affiliate,1482.57,82971,1291,96,9143.72,15.44,6.17,0.0156,1.15,58.87,6,0.1119,0.718
2024-11-01,affiliate,2210.81,127390,1917,159,14811.73,13.9,6.7,0.015,1.15,42.38,3,0.0758,0.6119
2024-11-02,affiliate,1662.31,105401,1674,121,9606.35,13.74,5.78,0.0159,0.99,49.08,4,0.0527,0.609
2024-11-03,affiliate,1406.92,87203,1268,89,7015.29,15.81,4.99,0.0145,1.11,49.49,3,0.1427,0.6042
2024-11-04,affiliate,2255.96,187365,2315,143,10219.39,15.78,4.53,0.0124,0.97,47.53,3,0.1175,0.7684
2024-11-05,affiliate,2340.93,209575,3118,149,10561.73,15.71,4.51,0.0149,0.75,49.7,5,0.0709,0.6055
2024-11-06,affiliate,2518.87,137212,1898,201,12005.33,12.53,4.77,0.0138,1.33,53.08,5,0.0642,0.3952
2024-11-07,affiliate,2093.79,128823,2094,130,10287.49,16.11,4.91,0.0163,1.0,47.88,6,0.0965,0.6843
2024-11-08,affiliate,2806.93,134358,2140,168,16645.8,16.71,5.93,0.0159,1.31,54.43,6,0.115,0.3869
2024-11-09,affiliate,1759.23,179271,2553,120,8183.56,14.66,4.65,0.0142,0.69,38.87,4,0.0788,0.6703
2024-11-10,affiliate,2022.33,135609,2258,146,11538.39,13.85,5.71,0.0167,0.9,41.45,4,0.0989,0.6423
2024-11-11,affiliate,2661.64,128648,2041,189,15649.09,14.08,5.88,0.0159,1.3,61.66,3,0.1268,0.6514
2024-11-12,affiliate,1529.11,105041,1475,111,6473.41,13.78,4.23,0.014,1.04,49.58,3,0.1163,0.6156
2024-11-13,affiliate,2450.29,136733,2266,186,9358.77,13.17,3.82,0.0166,1.08,53.35,7,0.1014,0.7055
2024-11-14,affiliate,1502.29,113805,1925,105,7205.16,14.31,4.8,0.0169,0.78,51.36,6,0.0963,0.7448
2024-11-15,affiliate,2350.73,152831,2307,190,12596.97,12.37,5.36,0.0151,1.02,47.01,5,0.0712,0.3833
2024-11-16,affiliate,1894.96,114615,1619,156,9452.92,12.15,4.99,0.0141,1.17,48.99,6,0.0845,0.6457
2024-11-17,affiliate,1606.96,137103,2014,112,8744.6,14.35,5.44,0.0147,0.8,55.94,4,0.1184,0.5593
2024-11-18,affiliate,2131.36,142785,1692,124,10785.17,17.19,5.06,0.0118,1.26,48.94,6,0.0423,0.6484
2024-11-19,affiliate,1830.22,108792,1763,113,8972.31,16.2,4.9,0.0162,1.04,55.17,6,0.127,0.5823
2024-11-20,affiliate,2711.59,169229,2649,203,15931.3,13.36,5.88,0.0157,1.02,54.36,3,0.1043,0.4769
2024-11-21,affiliate,1671.87,108839,1935,104,7656.26,16.08,4.58,0.0178,0.86,55.46,4,0.0649,0.6312
2024-11-22,affiliate,2436.04,190885,2418,159,12676.98,15.32,5.2,0.0127,1.01,52.83,3,0.0663,0.5964
2024-11-23,affiliate,1886.24,153817,2011,124,10659.11,15.21,5.65,0.0131,0.94,53.1,4,0.1048,0.4543
2024-11-24,affiliate,1911.35,144206,1937,136,8074.62,14.05,4.22,0.0134,0.99,43.04,5,0.1004,0.6567
2024-11-25,affiliate,1774.24,126059,2239,113,9380.25,15.7,5.29,0.0178,0.79,54.39,5,0.1021,0.6887
2024-11-26,affiliate,2217.39,192071,3190,138,9381.04,16.07,4.23,0.0166,0.7,43.94,5,0.0982,0.7318
2024-11-27,affiliate,2713.05,170058,2692,184,14398.81,14.74,5.31,0.0158,1.01,57.73,7,0.1355,0.5458
2024-11-28,affiliate,1956.55,148824,2203,103,12971.67,19.0,6.63,0.0148,0.89,56.35,3,0.0999,0.581
2024-11-29,affiliate,2578.77,150023,2213,156,12245.55,16.53,4.75,0.0148,1.17,53.03,6,0.119,0.5888
2024-11-30,affiliate,1432.31,88174,1214,98,7378.29,14.62,5.15,0.0138,1.18,55.61,5,0.1292,0.6248
2024-12-01,affiliate,1887.07,126052,1876,116,9996.97,16.27,5.3,0.0149,1.01,41.81,4,0.1002,0.6291
2024-12-02,affiliate,4960.03,791550,9891,985,83068.57,5.04,16.75,0.0125,0.5,47.29,5,0.0916,0.6725
2024-12-03,affiliate,3272.77,190478,2598,736,60660.21,4.45,18.53,0.0136,1.26,49.08,4,0.1832,0.4855
2024-12-04,affiliate,3838.35,283680,5342,862,66351.34,4.45,17.29,0.0188,0.72,55.75,6,0.1349,0.634
2024-12-05,affiliate,2750.09,200703,2926,205,13741.91,13.42,5.0,0.0146,0.94,43.42,6,0.0871,0.6017
2024-12-06,affiliate,2276.31,159414,2397,165,9182.03,13.8,4.03,0.015,0.95,47.14,7,0.1126,0.7631
2024-12-07,affiliate,1800.05,119005,1827,110,8961.14,16.36,4.98,0.0154,0.99,41.55,4,0.1018,0.469
2024-12-08,affiliate,1961.05,106838,1385,130,8438.78,15.08,4.3,0.013,1.42,39.3,4,0.1146,0.5068
2024-12-09,affiliate,2990.6,184941,2693,192,14139.43,15.58,4.73,0.0146,1.11,49.23,6,0.1116,0.7307
2024-12-10,affiliate,3017.28,236288,3200,216,15062.88,13.97,4.99,0.0135,0.94,49.49,7,0.0313,0.523
2024-12-11,affiliate,2584.68,177543,2633,151,13551.26,17.12,5.24,0.0148,0.98,56.02,7,0.0525,0.7062
2024-12-12,affiliate,2000.12,129231,2127,145,9226.99,13.79,4.61,0.0165,0.94,51.97,7,0.1054,0.5857
2024-12-13,affiliate,2568.59,166387,2499,167,12890.96,15.38,5.02,0.015,1.03,49.26,4,0.1153,0.4207
2024-12-14,affiliate,2089.28,177049,2238,149,11372.99,14.02,5.44,0.0126,0.93,47.65,3,0.0839,0.7249
2024-12-15,affiliate,2030.2,146949,2349,136,9819.37,14.93,4.84,0.016,0.86,47.05,3,0.0773,0.506
2024-12-16,affiliate,2300.84,132214,1823,170,12101.43,13.53,5.26,0.0138,1.26,51.05,7,0.0623,0.6441
2024-12-17,affiliate,3133.48,201573,3048,214,15109.63,14.64,4.82,0.0151,1.03,48.64,5,0.0339,0.5779
2024-12-18,affiliate,2953.74,212523,3076,159,13259.68,18.58,4.49,0.0145,0.96,48.01,6,0.1184,0.4775
2024-12-19,affiliate,3396.05,204770,3404,271,16688.61,12.53,4.91,0.0166,1.0,51.42,4,0.0981,0.5913
2024-12-20,affiliate,2505.98,184065,2270,148,11484.95,16.93,4.58,0.0123,1.1,55.22,6,0.1175,0.7181
2024-12-21,affiliate,2220.97,114532,1551,162,10877.62,13.71,4.9,0.0135,1.43,53.23,6,0.148,0.6112
2024-12-22,affiliate,2323.17,156690,2207,140,11484.31,16.59,4.94,0.0141,1.05,48.14,3,0.0728,0.5808
2024-12-23,affiliate,2597.53,168628,2785,185,15102.31,14.04,5.81,0.0165,0.93,58.09,6,0.0925,0.5879
2024-12-24,affiliate,2360.92,143937,2290,138,12836.94,17.11,5.44,0.0159,1.03,46.87,5,0.0742,0.6233
2024-12-25,affiliate,2657.91,158299,2520,164,14307.08,16.21,5.38,0.0159,1.05,47.4,4,0.0492,0.6857
2024-12-26,affiliate,2713.71,215273,2799,213,13365.36,12.74,4.93,0.013,0.97,54.71,3,0.0917,0.5453
2024-12-27,affiliate,2794.76,228555,3421,159,10813.45,17.58,3.87,0.015,0.82,55.35,5,0.135,0.7308
2024-12-28,affiliate,2124.66,113686,1752,146,11194.7,14.55,5.27,0.0154,1.21,44.18,7,0.0682,0.5601
2024-12-29,affiliate,2099.07,158797,2396,165,8141.57,12.72,3.88,0.0151,0.88,49.3,7,0.1072,0.7817
2024-12-30,affiliate,2735.41,170492,2543,178,12890.99,15.37,4.71,0.0149,1.08,49.08,3,0.0633,0.5041
2024-12-31,affiliate,2682.61,194424,3473,176,12645.13,15.24,4.71,0.0179,0.77,47.86,4,0.0773,0.6992
2025-01-01,affiliate,1427.88,101900,1554,97,7215.97,14.72,5.05,0.0153,0.92,49.65,6,0.1084,0.6251
2025-01-02,affiliate,1314.88,84410,1196,93,6815.35,14.14,5.18,0.0142,1.1,52.1,4,0.1523,0.535
2025-01-03,affiliate,1438.35,82568,1121,102,6492.66,14.1,4.51,0.0136,1.28,39.48,7,0.1399,0.4952
2025-01-04,affiliate,1039.07,77273,1084,58,5758.7,17.92,5.54,0.014,0.96,50.66,7,0.0992,0.591
2025-01-05,affiliate,1097.58,64673,948,71,4593.83,15.46,4.19,0.0147,1.16,48.32,4,0.0747,0.4858
2025-01-06,affiliate,1304.99,61068,1058,85,6739.31,15.35,5.16,0.0173,1.23,42.88,5,0.1027,0.57
2025-01-07,affiliate,1000.67,52687,880,63,4220.24,15.88,4.22,0.0167,1.14,44.96,5,0.0517,0.5997
2025-01-08,affiliate,1143.89,79078,1120,77,6219.74,14.86,5.44,0.0142,1.02,46.24,7,0.119,0.752
2025-01-09,affiliate,1291.25,103692,1462,75,5471.57,17.22,4.24,0.0141,0.88,50.2,3,0.0927,0.5612
2025-01-10,affiliate,1641.63,111432,1817,96,7478.52,17.1,4.56,0.0163,0.9,48.88,7,0.144,0.593
2025-01-11,affiliate,1080.06,51633,763,71,5421.89,15.21,5.02,0.0148,1.42,46.88,7,0.1171,0.5227
2025-01-12,affiliate,732.93,49903,654,48,3774.98,15.27,5.15,0.0131,1.12,45.11,6,0.0984,0.6178
2025-01-13,affiliate,1357.1,99946,1649,100,6786.51,13.57,5.0,0.0165,0.82,46.02,5,0.1274,0.6152
2025-01-14,affiliate,983.49,65503,959,74,4950.83,13.29,5.03,0.0146,1.03,53.22,6,0.0574,0.6049
2025-01-15,affiliate,1350.62,87325,1538,88,7356.9,15.35,5.45,0.0176,0.88,46.15,7,0.0483,0.5231
2025-01-16,affiliate,1075.19,112783,1283,61,5390.98,17.63,5.01,0.0114,0.84,46.52,6,0.129,0.6348
2025-01-17,affiliate,1175.36,95498,1342,73,6411.62,16.1,5.46,0.0141,0.88,51.28,6,0.0901,0.5567
2025-01-18,affiliate,1137.37,66980,927,90,5240.91,12.64,4.61,0.0138,1.23,44.2,6,0.077,0.598
2025-01-19,affiliate,1011.86,83680,1186,69,4760.34,14.66,4.7,0.0142,0.85,50.46,7,0.1275,0.6754
2025-01-20,affiliate,1726.97,105935,2015,122,8812.39,14.16,5.1,0.019,0.86,50.21,4,0.1443,0.5467
2025-01-21,affiliate,1584.49,91282,1540,127,8391.52,12.48,5.3,0.0169,1.03,49.27,5,0.0748,0.5157
2025-01-22,affiliate,998.33,61362,882,66,4809.4,15.13,4.82,0.0144,1.13,44.25,7,0.0921,0.464
2025-01-23,affiliate,1219.05,83822,1220,94,6551.42,12.97,5.37,0.0146,1.0,42.52,5,0.1284,0.4981
2025-01-24,affiliate,1227.6,74288,889,85,6692.95,14.44,5.45,0.012,1.38,49.84,4,0.0871,0.7185
2025-01-25,affiliate,748.0,40654,652,61,2828.16,12.26,3.78,0.016,1.15,46.38,5,0.0779,0.6092
2025-01-26,affiliate,1189.2,71752,865,82,6502.36,14.5,5.47,0.0121,1.37,38.93,5,0.0546,0.6859
2025-01-27,affiliate,1503.77,111101,1411,105,7843.39,14.32,5.22,0.0127,1.07,55.18,7,0.0841,0.5046
2025-01-28,affiliate,1350.06,86345,1457,77,5926.77,17.53,4.39,0.0169,0.93,55.15,6,0.1034,0.4072
2025-01-29,affiliate,799.11,58658,823,59,3993.87,13.54,5.0,0.014,0.97,47.18,3,0.0447,0.6293
2025-01-30,affiliate,1048.7,93734,1235,69,4767.67,15.2,4.55,0.0132,0.85,52.12,4,0.0748,0.6529
2025-01-31,affiliate,1526.04,115371,1442,110,7983.29,13.87,5.23,0.0125,1.06,46.21,4,0.1224,0.5573
2025-02-01,affiliate,905.82,58816,773,64,4549.12,14.15,5.02,0.0131,1.17,43.26,7,0.0837,0.5561
2025-02-02,affiliate,1235.7,77592,1066,72,6206.13,17.16,5.02,0.0137,1.16,56.21,3,0.1371,0.596
2025-02-03,affiliate,1051.71,53143,989,70,5048.21,15.02,4.8,0.0186,1.06,51.86,4,0.101,0.7268
2025-02-04,affiliate,1197.87,73260,1142,78,6496.85,15.36,5.42,0.0156,1.05,54.45,3,0.1747,0.6698
2025-02-05,affiliate,1635.21,75298,1226,95,8460.05,17.21,5.17,0.0163,1.33,54.27,5,0.079,0.6024
2025-02-06,affiliate,1223.97,79294,1288,74,5681.88,16.54,4.64,0.0162,0.95,45.69,4,0.1486,0.5677
2025-02-07,affiliate,1241.83,108125,1332,76,6351.74,16.34,5.11,0.0123,0.93,34.95,6,0.1039,0.4338
2025-02-08,affiliate,760.11,37929,558,52,3569.16,14.62,4.7,0.0147,1.36,56.83,6,0.0895,0.502
2025-02-09,affiliate,929.37,69921,1052,60,4688.23,15.49,5.04,0.015,0.88,39.32,3,0.113,0.7149
2025-02-10,affiliate,1319.77,79488,1117,92,6273.13,14.35,4.75,0.0141,1.18,47.68,6,0.0762,0.6319
2025-02-11,affiliate,1067.25,82846,1546,72,5288.08,14.82,4.95,0.0187,0.69,42.98,3,0.1094,0.4988
2025-02-12,affiliate,1527.71,137665,1820,104,7078.09,14.69,4.63,0.0132,0.84,45.73,5,0.1114,0.617
2025-02-13,affiliate,1312.23,82402,1321,80,7123.97,16.4,5.43,0.016,0.99,57.04,6,0.1419,0.5536
2025-02-14,affiliate,1425.03,111456,1661,89,7084.08,16.01,4.97,0.0149,0.86,54.74,4,0.1345,0.741
2025-02-15,affiliate,936.76,62333,1085,60,4189.88,15.61,4.47,0.0174,0.86,45.55,6,0.1486,0.4394
2025-02-16,affiliate,1342.97,108418,1532,81,7546.16,16.58,5.62,0.0141,0.88,58.93,3,0.094,0.5977
2025-02-17,affiliate,1459.32,121088,1853,81,8395.39,18.02,5.75,0.0153,0.79,50.36,6,0.1265,0.7371
2025-02-18,affiliate,1556.45,106278,1638,90,7598.53,17.29,4.88,0.0154,0.95,51.9,7,0.0777,0.4777
2025-02-19,affiliate,1140.21,81736,1444,76,6070.15,15.0,5.32,0.0177,0.79,52.9,6,0.101,0.4475
2025-02-20,affiliate,1480.29,160703,2368,114,6988.76,12.99,4.72,0.0147,0.63,44.0,5,0.134,0.4725
2025-02-21,affiliate,1180.23,72842,1247,78,5773.2,15.13,4.89,0.0171,0.95,52.02,5,0.0893,0.6532
2025-02-22,affiliate,1230.64,87185,1207,70,6088.56,17.58,4.95,0.0138,1.02,61.36,4,0.1271,0.7084
2025-02-23,affiliate,935.27,67352,881,59,4067.27,15.85,4.35,0.0131,1.06,46.39,7,0.0993,0.5659
2025-02-24,affiliate,1381.91,94478,1197,102,5955.15,13.55,4.31,0.0127,1.15,51.26,4,0.0968,0.5731
2025-02-25,affiliate,1428.95,152028,2584,100,7217.47,14.29,5.05,0.017,0.55,58.63,3,0.1034,0.5959
2025-02-26,affiliate,1136.57,60121,987,64,5436.54,17.76,4.78,0.0164,1.15,55.19,3,0.0874,0.5786
2025-02-27,affiliate,1283.4,89707,1445,80,6211.71,16.04,4.84,0.0161,0.89,49.17,7,0.0957,0.5518
2025-02-28,affiliate,1055.62,59553,908,74,5519.82,14.27,5.23,0.0152,1.16,44.78,6,0.0619,0.584
2025-03-01,affiliate,1092.14,50541,771,69,5279.83,15.83,4.83,0.0153,1.42,50.17,6,0.1129,0.6431
2025-03-02,affiliate,914.36,84378,1114,64,4161.19,14.29,4.55,0.0132,0.82,48.16,4,0.1342,0.4554
2025-03-03,affiliate,1578.66,99763,1463,114,8107.59,13.85,5.14,0.0147,1.08,46.88,7,0.0543,0.5738
2025-03-04,affiliate,1612.31,103708,1585,91,9277.25,17.72,5.75,0.0153,1.02,44.71,4,0.1486,0.5818
2025-03-05,affiliate,1745.95,169293,2552,111,9094.49,15.73,5.21,0.0151,0.68,48.15,7,0.1197,0.6812
2025-03-06,affiliate,1802.8,123016,1857,122,8237.15,14.78,4.57,0.0151,0.97,51.82,3,0.0886,0.7262
2025-03-07,affiliate,1282.9,79195,1221,90,6874.42,14.25,5.36,0.0154,1.05,40.29,7,0.0777,0.6551
2025-03-08,affiliate,1496.78,80854,1211,98,7592.76,15.27,5.07,0.015,1.24,46.71,3,0.1399,0.7055
2025-03-09,affiliate,1306.42,93600,1392,106,6865.76,12.32,5.26,0.0149,0.94,48.81,4,0.0836,0.4951
2025-03-10,affiliate,1983.32,146320,2153,127,10315.72,15.62,5.2,0.0147,0.92,52.22,4,0.1511,0.6906
2025-03-11,affiliate,1954.59,157718,2008,124,11399.55,15.76,5.83,0.0127,0.97,53.89,3,0.1145,0.6734
2025-03-12,affiliate,1567.51,139360,1988,95,8028.09,16.5,5.12,0.0143,0.79,52.24,5,0.1064,0.4811
2025-03-13,affiliate,1770.38,93524,1500,107,8229.33,16.55,4.65,0.016,1.18,50.25,4,0.1059,0.4959
2025-03-14,affiliate,1455.49,104495,1701,81,6884.62,17.97,4.73,0.0163,0.86,50.33,3,0.0786,0.6511
2025-03-15,affiliate,1169.15,72087,1172,67,6505.81,17.45,5.56,0.0163,1.0,45.73,3,0.1013,0.5746
2025-03-16,affiliate,1127.43,69923,1276,77,4869.44,14.64,4.32,0.0182,0.88,48.8,3,0.1423,0.5204
2025-03-17,affiliate,1483.67,92844,1468,121,7955.12,12.26,5.36,0.0158,1.01,49.66,3,0.0657,0.6955
2025-03-18,affiliate,1540.97,167311,2740,124,6979.65,12.43,4.53,0.0164,0.56,49.69,6,0.1313,0.5593
2025-03-19,affiliate,1764.29,125110,1554,121,7850.54,14.58,4.45,0.0124,1.14,54.89,5,0.1174,0.652
2025-03-20,affiliate,1491.77,67369,826,81,7603.7,18.42,5.1,0.0123,1.81,47.45,6,0.0769,0.6972
2025-03-21,affiliate,1580.5,105576,1511,118,7440.36,13.39,4.71,0.0143,1.05,52.55,6,0.1172,0.5286
2025-03-22,affiliate,1017.75,64035,1047,71,4596.12,14.33,4.52,0.0164,0.97,39.64,4,0.1077,0.6042
2025-03-23,affiliate,1438.49,137751,2049,94,7162.67,15.3,4.98,0.0149,0.7,64.25,7,0.1002,0.7309
2025-03-24,affiliate,1683.44,97338,1339,116,7431.74,14.51,4.41,0.0138,1.26,51.47,6,0.1509,0.4446
2025-03-25,affiliate,1843.8,105287,1548,113,7261.94,16.32,3.94,0.0147,1.19,51.08,7,0.1038,0.6128
2025-03-26,affiliate,1224.0,81533,1143,86,6719.47,14.23,5.49,0.014,1.07,45.59,4,0.1034,0.6759
2025-03-27,affiliate,1653.17,146178,2238,111,7268.23,14.89,4.4,0.0153,0.74,50.49,7,0.1192,0.5449
2025-03-28,affiliate,1782.98,140857,2508,123,9130.68,14.5,5.12,0.0178,0.71,51.55,4,0.1533,0.7266
2025-03-29,affiliate,1218.62,86589,1433,99,5466.45,12.31,4.49,0.0165,0.85,38.73,7,0.1081,0.591
2025-03-30,affiliate,1341.73,93772,1310,95,5650.68,14.12,4.21,0.014,1.02,51.67,6,0.0811,0.7281
